AxX,AxY,AxZ,GxX,GxY,GxZ,source_file,label,origine
-0.41724,-0.122488,0.926712,0.07,-2.31,-1.47,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.410408,-0.142496,0.925736,-0.63,-1.12,-1.12,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.417728,-0.147376,0.917928,0.21,-0.77,-0.07,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.410896,-0.13908,0.936472,-0.98,-1.33,0.63,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.404552,-0.135664,0.916952,1.75,0.98,1.61,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.411872,-0.123464,0.901336,5.32,3.29,2.59,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.41968,-0.10248,0.891576,2.73,2.73,3.15,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.42212,-0.080032,0.875472,1.96,2.52,2.8,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.423096,-0.06588,0.867176,1.54,0.98,1.54,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.42944,-0.062952,0.869128,3.5,-0.98,0.0,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.433344,-0.057096,0.870592,3.57,-1.68,-1.4,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.441152,-0.066856,0.87108,2.52,-3.71,-3.43,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.443592,-0.06344,0.884256,2.8,-7.07,-5.32,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.445056,-0.06588,0.894016,1.75,-9.31,-7.56,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.443592,-0.105896,0.898408,-0.49,-11.9,-8.96,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.41724,-0.135176,0.94184,-17.92,-14.0,-8.89,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.399184,-0.1586,0.965264,-0.84,-11.97,-7.91,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.388936,-0.154696,0.974536,-1.61,-9.1,-6.23,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.381128,-0.170312,0.95404,0.77,-4.06,-4.48,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.381616,-0.1586,0.955992,1.89,-1.96,-2.38,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.384056,-0.12444,0.965264,1.05,-1.89,-1.75,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.392352,-0.122488,0.937448,-1.33,-0.91,-1.54,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.394304,-0.1342,0.937448,-0.98,-1.4,-1.05,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.396744,-0.14396,0.94184,0.35,-1.89,-0.28,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.399184,-0.150792,0.940864,1.96,-2.24,0.77,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.411384,-0.12688,0.938912,1.96,-3.57,2.17,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.420168,-0.093696,0.9394,0.84,-5.53,1.89,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.420656,-0.099064,0.931104,-0.84,-5.74,0.28,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.419192,-0.123952,0.927688,3.57,-5.81,-0.56,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.407968,-0.128344,0.95648,4.41,-6.51,-0.14,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.410408,-0.115656,0.973072,0.7,-6.86,0.63,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.409432,-0.115168,0.980392,0.7,-6.16,0.56,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.401624,-0.110776,0.994544,0.63,-4.9,0.07,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.402112,-0.11468,0.999424,0.77,-2.45,-0.77,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.405528,-0.119072,1.004304,1.05,-0.77,-0.77,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.398696,-0.11712,0.995032,-0.56,1.26,-0.84,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.393816,-0.12444,0.974536,-2.24,3.29,-1.4,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.397232,-0.128344,0.974048,-3.5,3.15,-1.89,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.391864,-0.135176,0.96868,-3.71,3.71,-2.03,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.386496,-0.150304,0.94916,-2.94,5.39,-1.89,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.39284,-0.174216,0.935496,-2.1,6.02,-0.56,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.404064,-0.167872,0.929152,-0.42,5.81,0.98,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.402112,-0.143472,0.925248,-0.77,3.78,1.89,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.404552,-0.131272,0.921832,-1.96,2.45,1.89,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.411872,-0.135664,0.906704,-1.33,3.36,1.54,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.403576,-0.150304,0.894992,-1.4,3.71,1.33,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.411872,-0.157136,0.894016,1.26,3.01,2.38,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.413336,-0.13908,0.9028,1.54,1.4,3.36,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.41724,-0.123464,0.899384,0.07,-0.07,3.78,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.417728,-0.118584,0.9028,2.1,0.21,3.57,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.422608,-0.099064,0.928176,1.12,-1.26,3.36,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.414312,-0.097112,0.915976,0.91,-0.28,2.45,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.41724,-0.101504,0.915976,0.77,-0.21,1.82,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.415776,-0.106872,0.906216,-0.63,1.12,1.68,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.417728,-0.115168,0.882304,-2.66,2.03,1.75,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.431392,-0.116144,0.866688,17.57,0.35,1.96,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.427,-0.105408,0.873032,2.73,-1.75,1.61,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.429928,-0.101504,0.887184,4.2,-3.71,1.19,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.428464,-0.098576,0.901336,3.92,-5.39,0.42,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.437736,-0.092232,0.937936,5.53,-8.33,-0.07,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.458232,-0.05124,1.011136,10.22,-14.28,-2.38,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.42456,-0.00976,1.196088,9.38,-23.1,-7.42,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.377224,-0.098088,1.357616,6.93,-19.809999,-10.85,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.305976,-0.167384,1.563552,1.96,-10.36,-10.01,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.266448,-0.208376,1.707512,-19.809999,7.49,-6.37,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.276208,-0.301096,1.661152,-30.030001,33.740002,0.14,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.313784,-0.360632,1.594296,-30.52,54.110001,8.82,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.371856,-0.33428,1.55672,-21.0,64.610001,16.450001,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.340136,-0.271816,1.604056,-29.120001,72.169998,22.190001,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.379664,-0.294752,1.504992,-42.700001,85.190002,28.91,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.399184,-0.303048,1.455704,-43.610001,91.209999,37.029999,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.470432,-0.196664,1.443016,-35.279999,92.050003,44.240002,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.4148,-0.013176,1.55672,-40.18,92.260002,45.5,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.36844,0.064416,1.545984,-55.580002,114.029999,42.0,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.315248,0.00976,1.452288,-54.669998,139.580002,37.73,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.258152,-0.059536,1.32004,-43.68,170.869995,36.400002,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.222528,-0.155672,1.092144,-31.08,201.949997,40.110001,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.186416,-0.106384,0.8418,-30.799999,225.119995,46.200001,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.241072,-0.028792,0.45384,-25.549999,243.110001,47.32,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.345016,0.028792,0.127856,-12.88,241.149994,43.330002,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.417728,0.037088,-0.111752,13.65,225.75,37.310001,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.42944,0.085888,-0.27816,3.64,206.570007,33.18,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.51728,0.129808,-0.782752,-1.82,197.960007,25.549999,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.710528,0.10736,-0.970144,3.22,149.660004,14.49,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.755424,0.025864,-0.808616,10.57,84.629997,5.95,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.721264,-0.093696,-0.610976,12.81,49.77,4.06,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.699792,-0.188368,-0.513864,-11.9,31.85,7.77,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.701744,-0.263032,-0.590968,-12.81,21.209999,14.14,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.740296,-0.239608,-0.36356,-0.77,-2.52,23.73,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.743224,-0.106384,-0.10736,3.85,-7.07,36.75,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.735416,0.00244,-0.005368,-4.41,14.7,59.43,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.801784,0.061488,-0.125904,-5.6,35.630001,108.360001,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.925736,0.081496,-0.332816,2.94,19.950001,123.760002,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.960384,-0.045384,-0.316224,10.5,0.14,36.540001,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.886696,-0.046848,-0.17812,14.07,-0.77,20.440001,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.878888,-0.00732,-0.191784,-6.23,5.74,14.42,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.92476,0.018056,-0.379664,-9.59,7.84,12.6,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.999912,0.168848,-0.460672,-3.29,-11.2,20.370001,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.960872,0.282552,-0.39284,9.66,-21.700001,63.630001,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.88328,0.286944,-0.364048,8.19,-27.93,84.489998,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.844728,0.130784,-0.538264,-11.9,-17.57,52.639999,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.871568,0.15616,-0.891576,-4.48,-22.120001,59.919998,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.923296,0.289872,-1.105808,-1.96,-29.610001,29.610001,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.888648,0.3294,-1.162416,24.219999,-65.940002,-23.52,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.854488,0.376248,-1.212192,-12.25,-96.879997,-42.77,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.861808,0.357704,-1.309304,-31.01,-126.489998,-60.34,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-1.01504,0.38064,-1.367376,-35.77,-158.970001,-76.089996,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-1.29076,0.142496,-1.356152,10.43,-170.589996,-87.57,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-1.49816,-0.088328,-1.4274,6.79,-169.75,-86.589996,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-1.263432,-0.237168,-1.772904,0.07,-155.610001,-68.25,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.633424,0.020496,-2.300432,62.02,-186.479996,-16.66,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
0.918904,0.149328,-1.92028,133.559998,-355.040009,-35.77,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
3.500912,0.047824,-0.162016,80.360001,-496.790009,-51.73,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
4.200216,0.220576,0.5002,77.489998,-605.849976,-46.549999,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
4.766296,-0.199104,3.494568,106.889999,-716.169983,-31.85,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
3.08904,-0.0488,5.94628,50.400002,-625.869995,8.68,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
1.796328,0.096136,7.026712,3.71,-335.929993,28.559999,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
0.77836,-0.420168,5.43388,15.54,-14.14,47.599998,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
0.608536,-0.0732,3.25984,40.32,160.089996,74.620003,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
0.47092,0.799832,1.546472,22.68,220.990005,62.369999,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
0.015616,1.0492,0.233264,33.32,226.940002,26.530001,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.27816,0.822768,-0.150792,35.0,157.779999,-8.12,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.450912,0.481168,0.079056,-3.29,26.809999,-22.75,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.332328,0.242536,0.31964,-15.75,-54.25,-23.940001,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.199104,0.050264,0.541192,25.969999,-78.120003,-16.17,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.207888,0.071736,0.435784,10.08,-118.860001,-3.71,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.02196,0.015128,1.648952,-8.4,-102.900002,7.7,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
0.089304,0.191784,2.214056,-21.07,-74.410004,11.9,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
0.092232,-0.061,2.567856,-9.94,32.200001,17.92,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.061488,0.321104,2.195512,18.059999,46.27,17.01,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.075152,0.465064,1.128256,7.7,61.880001,3.36,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.111264,0.145912,0.797392,3.85,50.68,-10.01,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.153232,-0.247416,0.793488,4.06,18.27,-4.2,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.199592,-0.243024,0.78812,-3.43,17.639999,10.22,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.196176,-0.013176,0.833504,-12.32,0.84,20.23,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.122,0.100528,0.877424,-0.28,-5.25,20.93,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.202032,0.157624,0.969168,18.690001,-33.740002,21.0,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.144936,0.272792,0.807152,15.12,-38.43,21.209999,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.07076,0.421632,1.094096,2.94,-26.950001,9.52,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.088816,0.310368,1.255624,-2.73,-15.19,-0.35,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.096136,0.118096,1.35664,-4.55,8.47,-1.96,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.115656,0.094184,1.333216,6.79,25.34,2.24,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.119072,0.248392,1.190232,7.14,41.650002,0.98,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.134688,0.251808,0.974048,1.47,46.900002,-5.46,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.2074,0.118584,0.831064,-12.39,41.09,-7.0,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.240584,0.047336,0.804224,-0.91,25.9,-4.48,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.232776,0.1342,0.840336,1.33,7.77,-1.75,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.199592,0.20252,0.87352,-5.53,0.56,-3.64,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.204472,0.183976,0.85644,-10.78,0.07,-6.86,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.220088,0.143472,0.903776,-16.379999,-4.41,-8.82,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.22936,0.12932,1.0004,-15.05,-11.62,-9.1,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.211792,0.103456,1.04432,-21.98,-11.27,-8.19,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.205936,0.092232,0.99552,-22.889999,-0.14,-5.46,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.218624,0.22692,0.943792,-14.07,5.46,-7.28,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.2196,0.315248,0.922808,-13.93,3.22,-15.61,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.2196,0.205936,0.949648,-14.35,-0.63,-22.4,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.214232,0.027816,1.000888,-12.74,1.05,-21.98,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.227896,-0.089792,0.984784,-1.12,9.94,-14.91,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.259616,-0.057584,0.958432,-1.54,10.64,-6.51,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.255712,0.033672,0.899384,-3.08,3.99,-2.31,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.260592,0.077592,0.879376,1.61,-3.36,-2.87,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.24888,0.084424,0.91744,2.73,-11.06,-3.85,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.257664,0.083936,0.989176,4.76,-14.21,-4.34,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.23912,0.067344,1.022848,7.14,-12.67,-4.69,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.248392,0.031232,1.00284,2.03,-7.14,-3.85,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.250344,0.032208,0.994544,1.75,-6.09,-2.31,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.257176,0.049288,1.019432,2.59,-10.29,-1.61,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.231312,0.064416,1.068232,6.23,-12.04,-1.68,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.228384,0.040992,1.085312,11.41,-6.16,-1.89,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.22936,0.019032,1.081408,9.03,3.08,0.14,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.247904,0.088816,1.045296,7.28,4.62,0.91,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.235704,0.133224,1.011136,1.54,3.01,-1.75,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.22936,0.060024,1.002352,3.99,3.57,-4.2,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.24156,0.0,1.008696,2.38,6.3,-2.38,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.254248,0.022936,0.999912,-0.21,6.79,0.14,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.242048,0.106872,0.980392,-14.77,4.76,0.0,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.251808,0.113216,0.965264,-23.450001,2.38,-2.52,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.242048,0.052704,0.982832,-14.14,1.26,-4.06,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.253272,-0.008296,0.975024,0.07,2.94,-2.1,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.253272,0.015128,0.977464,1.89,1.19,0.91,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.2318,0.099552,0.998936,-7.84,-0.7,1.82,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.21472,0.101504,0.973072,-9.1,3.64,-0.49,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.249856,0.016592,0.949648,-1.61,6.44,-1.33,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.259616,-0.01464,0.996496,4.41,1.89,1.68,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.244488,-0.000488,1.014552,8.68,-2.03,4.62,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.242048,0.044408,1.004304,6.79,-0.07,5.67,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.24644,0.064904,0.987712,1.96,2.8,5.25,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.261568,0.067832,0.994544,1.05,0.35,5.04,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.266936,0.049776,0.976976,5.74,-2.73,4.76,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.255712,0.051728,1.001864,7.07,-4.76,5.53,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.246928,0.096624,1.018944,4.69,-4.2,4.55,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.243024,0.089792,1.030168,2.31,-2.59,3.01,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.232776,0.08052,1.028704,1.96,-0.56,1.89,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.244488,0.049288,1.018944,5.67,1.82,1.82,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.247904,0.035624,1.006256,5.53,2.73,3.36,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.243512,0.055632,0.994056,1.75,2.73,4.48,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.240096,0.081008,0.995032,3.5,1.33,4.97,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.223992,0.101992,0.990152,2.73,2.87,4.2,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.243512,0.076616,0.945256,4.83,5.74,3.5,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.27084,0.07076,0.937448,6.16,2.45,4.55,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.254248,0.11956,0.922808,3.78,-0.7,4.48,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.26352,0.121024,0.940864,1.33,-5.46,2.94,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.257176,0.10492,0.967704,0.63,-6.79,2.38,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.264984,0.075152,0.979416,4.48,-6.79,2.59,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.271328,0.073688,1.002352,3.29,-8.12,4.2,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.255712,0.101016,1.023824,2.59,-8.26,4.83,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.244488,0.106872,1.045784,1.12,-6.65,4.62,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.240584,0.11224,1.069696,-1.89,-2.1,4.83,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.254736,0.113704,1.04432,-8.61,3.64,4.76,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.264984,0.110288,1.015528,-5.04,6.65,4.48,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.264496,0.145912,1.001376,-5.81,4.69,3.15,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.275232,0.147376,1.00772,-7.77,2.73,0.07,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.242536,0.132248,1.018456,-4.76,3.64,-3.08,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.229848,0.09028,1.009184,-3.22,7.49,-5.04,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.243512,0.05368,0.95892,-2.73,10.5,-5.53,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.263032,0.02196,0.913536,-0.7,10.29,-4.69,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.277672,0.00976,0.902312,0.91,5.74,-2.52,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.27572,0.04392,0.934032,-1.12,-1.19,-0.63,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.263032,0.052216,0.942816,-2.1,-1.05,0.0,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.28304,0.01708,0.934032,0.0,-0.77,1.68,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.286944,0.0244,0.945744,2.66,-5.67,3.92,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.279624,0.084424,0.95648,1.96,-10.78,4.9,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
-0.258152,0.089304,0.971608,2.45,-11.34,4.2,Expelliarmus_001_20260717_125857_459000,Expelliarmus,xiao
