AxX,AxY,AxZ,GxX,GxY,GxZ,source_file,label,origine
-0.642208,-0.038064,0.80276,2.03,-4.34,-2.1,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.64172,-0.046848,0.811056,0.91,-3.57,0.0,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.630496,-0.02196,0.838384,2.66,-4.06,1.61,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.604632,0.018544,0.870104,1.89,-1.05,1.68,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.603656,0.020496,0.866688,1.47,4.34,0.98,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.6222,0.018056,0.822768,5.32,5.39,0.42,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.635864,-0.006344,0.793976,5.6,6.44,0.56,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.654896,-0.00488,0.743712,0.77,4.06,1.75,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.648552,0.013176,0.734928,-2.59,0.77,1.96,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.64904,0.00244,0.753472,-2.94,-2.31,1.89,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.652456,-0.002928,0.787632,2.94,-3.64,2.24,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.647088,0.013176,0.80276,4.55,-4.41,2.38,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.644648,0.036112,0.815936,0.42,-4.27,1.68,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.64172,0.037088,0.821304,-4.41,-0.91,0.84,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.630984,0.019032,0.840336,-5.67,0.56,0.35,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.630496,-0.003904,0.85644,-7.21,3.43,0.42,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.638792,-0.008296,0.830576,-3.57,7.77,0.77,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.628544,0.035624,0.808128,5.39,6.16,-0.07,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.625128,0.035136,0.79788,10.71,6.79,-1.68,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.651968,0.022936,0.747616,7.91,4.55,-2.1,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.647576,0.038552,0.730048,7.91,1.33,-2.31,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.655384,0.04148,0.71004,-0.42,1.05,-2.59,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.654896,0.028304,0.706136,0.07,-2.17,-3.08,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.659288,-0.001952,0.732976,5.04,-7.7,-2.87,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.664168,-0.010248,0.75396,6.23,-11.41,-2.03,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.64904,0.023912,0.798856,7.91,-13.65,-1.82,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.644648,0.02928,0.837896,1.89,-10.43,-2.59,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.64904,0.011712,0.837408,-1.26,-6.16,-2.87,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.656848,0.000488,0.84912,-1.05,-5.18,-2.52,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.649528,0.008296,0.854,0.49,-2.73,-2.38,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.64904,-0.00488,0.84424,5.6,-0.63,-2.38,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.661728,-0.01952,0.791536,4.69,0.84,-0.91,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.662216,-0.010248,0.764208,2.52,-1.26,0.49,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.649528,0.004392,0.779336,-0.84,-3.43,0.77,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.630008,0.016592,0.806664,-2.31,-3.64,0.21,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.640256,0.0,0.801784,1.4,-3.29,-0.21,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.64416,-0.015128,0.791536,4.76,-4.13,0.49,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.636352,-0.001464,0.787632,4.97,-3.71,1.54,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.629032,0.02684,0.776408,1.68,-3.92,1.26,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.630008,0.038064,0.781288,-0.35,-4.76,0.07,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.619272,0.057096,0.812032,5.95,-6.65,-1.68,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.61244,0.05368,0.831064,5.46,-3.43,-3.85,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.641232,0.046848,0.779336,1.96,-2.52,-4.62,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.64904,0.039528,0.755912,-1.26,-4.06,-4.76,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.654896,0.008784,0.75152,-1.89,-6.09,-4.76,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.6588,-0.032208,0.77348,-1.47,-9.66,-3.29,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.660264,-0.057096,0.782752,1.19,-10.92,-0.07,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.654896,-0.030744,0.76616,2.03,-14.28,2.66,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.61732,0.003904,0.83448,2.59,-18.620001,3.36,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.606096,-0.00488,0.88816,-0.21,-16.24,3.64,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.608536,-0.016104,0.914512,2.1,-15.61,4.34,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.598776,0.027328,0.965264,3.15,-14.14,4.83,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.573888,0.07076,1.022848,6.23,-6.65,2.94,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.577792,0.079056,0.99796,7.0,6.37,0.63,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.58804,0.0732,0.919392,6.02,10.08,-1.05,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.601216,0.045384,0.84912,6.16,14.91,-1.54,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.620736,0.038064,0.744688,2.59,15.05,-1.26,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.61976,0.044408,0.687104,1.4,9.52,-1.75,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.642208,0.03172,0.660752,1.05,0.21,-2.59,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.643184,-0.001464,0.694912,3.92,-7.7,-2.45,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.645624,0.003416,0.730536,3.43,-11.9,-1.82,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.650504,0.0122,0.76616,-0.63,-19.25,-2.24,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.68564,0.029768,0.94184,-6.65,-40.880001,-3.92,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.638304,0.038064,1.750944,10.71,-85.400002,-11.55,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.53436,-0.010736,2.917752,35.560001,-87.290001,-24.360001,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.521672,-0.292312,4.08456,-11.97,11.13,-19.809999,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.550464,-0.500688,3.973784,-19.110001,177.240005,11.2,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.31964,-0.323056,3.578016,-19.530001,279.440002,39.200001,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
0.022936,-0.16348,2.844064,26.6,354.480011,54.669998,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
0.329888,-0.164944,1.90808,44.380001,435.329987,69.019997,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
0.565104,-0.083448,0.923784,77.769997,462.910004,77.07,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
0.625128,-0.003904,-0.201056,101.919998,435.959991,75.389999,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
0.519232,0.094184,-1.05164,123.760002,381.570007,65.029999,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
0.24888,0.183976,-1.540128,96.529999,313.179993,50.82,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
0.025864,0.133224,-1.787056,74.760002,223.789993,38.709999,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.211304,0.060512,-1.831952,41.09,154.279999,30.030001,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.365024,0.04148,-1.474248,26.32,67.480003,25.34,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.30988,0.015616,-0.92232,32.27,43.259998,22.610001,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.362584,0.0732,-0.702232,15.61,51.66,19.040001,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.426024,0.094672,-0.698328,9.45,49.630001,16.309999,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.464576,0.106872,-0.61976,4.83,51.029999,14.0,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.513376,0.103944,-0.603656,-2.87,61.740002,12.53,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.556808,0.115168,-0.869128,-1.26,73.989998,10.71,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.668072,0.171776,-1.256112,4.27,43.75,8.68,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.66368,0.172752,-1.332728,12.67,-3.08,5.04,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.574376,0.235704,-1.30296,-2.24,-20.09,0.56,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.540704,0.313784,-1.478152,-14.28,-38.779999,-8.33,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.551928,0.342576,-1.626504,-17.43,-76.93,-17.360001,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.404552,0.364536,-1.347368,-8.54,-112.349998,-26.459999,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.332816,0.391864,-1.252208,-27.02,-101.989998,-38.849998,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.365512,0.358192,-1.55428,-33.880001,-105.910004,-50.75,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.47336,0.365024,-1.874408,-50.82,-145.039993,-60.48,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.393328,0.200568,-1.653344,-23.450001,-195.789993,-66.779999,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.561688,-0.082472,-1.48108,-5.95,-207.830002,-63.07,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.825208,-0.335744,-1.672376,-14.21,-217.839996,-46.130001,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.717848,-0.11224,-1.807064,-22.889999,-294.209991,-32.900002,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.242536,-0.050752,-1.080432,-10.29,-355.73999,-25.200001,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
0.235216,0.24644,-0.481656,-10.92,-365.75,-11.97,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
1.326384,0.779824,0.17568,-102.059998,-405.299988,-37.099998,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
2.19112,0.395768,0.974536,-42.490002,-466.549988,-76.160004,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
2.448296,-0.321104,1.826584,-42.419998,-519.679993,-78.470001,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
2.601528,-0.652944,3.418928,-10.22,-509.390015,-61.389999,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
2.075464,-0.505568,4.185576,39.48,-363.649994,-38.57,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
1.348832,0.213256,4.005992,75.739998,-193.059998,-27.58,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
0.916464,0.7808,3.569232,-18.620001,-89.879997,-40.599998,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
0.371368,0.503616,3.01584,-103.25,-5.18,-75.25,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.059048,-0.686616,2.549312,-72.309998,60.41,-76.93,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.371856,-1.344928,2.014952,-37.169998,97.650002,-31.92,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.338672,-1.069208,1.21024,18.690001,99.889999,12.11,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.290848,-0.242048,0.476776,23.379999,67.900002,32.200001,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.29524,0.055144,0.233752,-5.74,16.799999,28.629999,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.24888,0.114192,0.398696,-31.290001,-31.99,22.75,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.2074,0.060024,0.73932,-21.700001,-53.060001,17.43,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.227408,-0.142496,1.065792,23.24,-54.389999,18.9,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.246928,-0.083936,1.201944,39.689999,-50.540001,24.290001,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.169824,0.24156,1.248304,14.49,-39.130001,16.450001,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.124928,0.197152,1.326384,-9.52,-14.56,4.76,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.225944,-0.182512,1.2566,0.35,9.87,5.18,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.300608,-0.226432,1.248792,27.58,20.58,17.709999,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.238632,0.130784,1.0248,7.14,25.620001,17.780001,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.205448,0.214232,0.903288,-3.08,23.1,8.54,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.302072,-0.047824,0.83204,13.44,11.9,6.23,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.313784,-0.098088,0.859856,37.869999,-6.02,11.41,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.244976,0.073688,0.919392,25.27,-3.99,13.02,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.237168,0.231312,0.845704,1.4,-0.21,7.56,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.277672,0.182024,0.865224,-14.98,-8.89,2.52,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.307928,0.023424,1.031632,-4.9,-15.47,1.19,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.269864,-0.028792,1.164856,15.4,-11.9,3.29,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.262544,0.010736,1.152656,16.799999,1.61,6.86,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.276208,0.127856,0.972584,4.48,8.82,7.14,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.282552,0.145912,0.950136,-0.91,-0.7,3.29,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.269864,0.064416,1.074576,-3.5,-0.77,-0.21,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.288896,-0.069784,1.097024,7.56,8.82,2.1,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.29768,-0.001464,0.976,11.55,12.25,6.02,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.23912,0.152256,0.86864,3.36,10.85,3.15,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.262056,0.101016,0.824232,-5.53,9.38,-2.24,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.321104,-0.006344,0.797392,-14.21,1.4,-3.08,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.32452,-0.046848,0.861808,-4.55,-11.06,17.85,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.310368,-0.026352,0.919392,6.93,-13.3,2.59,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.293288,0.002928,0.948672,14.14,-13.16,3.57,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.313784,-0.00732,0.965752,12.11,-8.96,5.11,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.326472,0.022448,0.94916,7.07,-10.99,7.35,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.286944,0.097112,1.001376,9.03,-13.37,6.23,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.260592,0.096624,1.061888,6.93,-9.38,2.59,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.296216,0.027816,1.0736,16.030001,-4.9,2.03,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.333304,0.051728,1.03944,15.12,-2.8,3.64,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.280112,0.13664,1.05164,8.68,0.56,2.94,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.258152,0.121024,1.036512,-7.63,5.74,0.0,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.320128,0.020984,0.98088,-8.61,5.32,-0.56,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.32452,0.038064,0.982832,-3.71,-0.14,0.63,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.269864,0.090768,1.069208,4.76,-3.36,0.0,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.255712,0.101504,1.091168,11.06,5.39,-2.66,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.284504,0.057096,0.99796,10.85,9.8,-3.85,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.30988,0.049288,0.911584,-2.8,5.6,-2.8,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.297192,0.075152,0.915488,-4.13,0.56,-3.01,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.28792,0.033672,0.954528,1.26,-1.19,-2.73,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.283528,0.037576,0.91744,6.72,-1.26,-1.89,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.293288,0.076128,0.884256,-2.73,-9.8,-2.87,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.278648,0.042456,0.94916,-9.94,-13.09,-3.22,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.281088,-0.038552,1.021872,-4.55,-11.55,-0.77,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.298168,-0.055632,1.077504,2.24,-9.24,3.92,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.271816,0.029768,1.103856,7.35,-3.15,6.37,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.246928,0.124928,1.052128,3.99,6.16,4.76,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.255712,0.162504,0.969168,-5.32,9.24,0.56,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.257176,0.142496,0.935984,-5.32,7.63,-4.2,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.269376,0.052216,0.89792,-7.63,5.74,-7.0,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.30256,-0.025864,0.859856,-2.73,-0.91,-5.11,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.311832,-0.038552,0.862296,-3.78,-7.7,-1.12,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.297192,-0.003904,0.940376,-4.27,-13.23,1.96,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.277672,0.028792,1.019432,-6.44,-10.29,3.43,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.296216,0.035624,1.011136,-3.64,-6.02,4.9,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.294752,0.077592,0.995032,2.8,-7.63,5.39,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.275232,0.111264,1.028216,10.15,-8.12,3.57,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.27084,0.133224,1.037976,9.87,-5.32,0.07,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.265472,0.108824,1.0126,4.76,-0.07,-2.8,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.287432,0.054168,0.972584,0.07,-1.12,-3.57,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.289872,0.032696,0.970632,-3.57,-3.08,-3.29,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.288896,0.035624,0.976976,-5.25,-4.48,-3.36,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.285968,0.006832,0.975024,-3.22,-5.81,-3.29,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.297192,-0.040016,0.981368,-0.91,-8.61,-1.89,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.284992,-0.03416,1.016016,0.49,-9.45,0.14,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.273768,-0.017568,1.05408,4.83,-6.86,2.03,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.264984,0.003904,1.048224,8.75,-2.59,3.71,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.271328,0.032696,1.005768,10.22,-1.33,4.41,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.276208,0.071248,0.960872,6.86,-1.61,4.55,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.25864,0.120048,0.961848,2.66,-5.6,3.15,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.227408,0.110776,0.99552,3.15,-3.5,0.91,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.25864,0.0854,0.967216,6.09,-3.43,0.56,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.268888,0.108336,0.925736,1.4,-5.81,0.42,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.274256,0.130296,0.931104,0.98,-11.34,-1.33,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.260592,0.12688,1.00284,5.6,-16.030001,-3.5,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.247416,0.095648,1.074576,3.99,-14.56,-5.88,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.266936,0.023912,1.081896,4.06,-9.38,-6.09,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.267424,-0.010248,1.081408,2.87,-7.91,-3.43,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.243024,0.010736,1.124352,3.5,-3.71,-1.61,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.231312,-0.001464,1.137528,7.91,2.45,-0.42,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.247904,-0.011712,1.096536,6.58,6.79,1.89,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.242048,0.014152,1.037976,6.51,8.96,3.29,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.232776,0.061488,0.989664,-3.01,10.78,3.78,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.237656,0.0854,0.964776,-4.48,10.43,2.59,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.259128,0.038552,0.94672,1.61,10.22,3.22,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.27572,0.037088,0.91012,6.09,4.06,5.32,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.252784,0.116144,0.890112,3.78,-0.21,5.18,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.243024,0.17812,0.911096,-3.01,-3.5,2.1,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.225456,0.133224,0.953552,-1.96,-2.38,-1.19,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.252784,0.089304,0.95404,0.63,-3.29,-1.89,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.280112,0.110776,0.946232,8.82,-6.65,-2.73,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.27084,0.11468,0.976,8.12,-11.62,-4.9,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.262056,0.064416,1.027728,3.43,-8.89,-5.67,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.26352,-0.007808,1.053592,3.78,-4.27,-3.57,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.26108,-0.015616,1.037488,2.73,-0.35,0.7,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.254248,0.035136,1.001864,6.09,1.54,3.29,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.258152,0.100528,0.975512,5.67,-0.56,3.22,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.243024,0.11956,0.97356,6.3,-2.24,1.05,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.24156,0.11224,0.987224,7.56,-2.94,-0.77,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.25132,0.099552,0.985272,6.86,-2.94,-2.1,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.254736,0.101504,0.988688,-0.49,-2.24,-3.08,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.2562,0.077592,1.00284,-3.85,-0.63,-3.57,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.272304,0.03904,1.000888,-1.26,-1.19,-2.1,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.270352,0.02684,1.013576,3.08,-2.59,-0.49,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.266936,0.03172,1.015528,4.9,-1.68,0.77,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.257176,0.033672,1.008696,4.69,-0.77,2.87,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.270352,-0.023424,1.00528,15.12,-0.35,6.16,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
-0.266448,-0.061,1.001864,21.700001,0.7,11.76,Aldehorsa_001_20260727_141326_234930,Aldehorsa,xiao
